供应商名称,商品名称,生产厂家,销售价,有效期,规格,销量
帝豪旗舰店,孔府 牛黄蛇胆川贝液,山东孔府制药有限公司,5.66,2021-11-05,10ml*6支,6358
帝豪旗舰店,加合百服宁 酚咖片,中美上海施贵宝制药有限公司,8.80,2020-10-31,10片,4563
帝豪旗舰店,鹅城 腹可安片,广东省惠州市中药厂有限公司,2.33,2021-01-31,12片*3板,14235
帝豪旗舰店,美沙拉秦缓释颗粒,上海爱的发制药有限公司,53.80,2021-10-24,0.5g*10袋,619
帝豪旗舰店,阿迪仙 阿德福韦酯胶囊,珠海联邦制药股份有限公司中山分公司,113.64,2020-03-31,10mg*20s,332
帝豪旗舰店,亚宝 珍菊降压片,亚宝药业集团股份有限公司,10.47,2022-06-30,60片,3238
帝豪旗舰店,西安力邦 适丽顺 卵磷脂络合碘胶囊,西安汉丰药业有限责任公司,67.05,2021-11-12,0.1mg*30粒,478
帝豪旗舰店,安生渔女 醋酸曲安奈德尿素乳膏,珠海安生凤凰制药有限公司,3.55,2020-02-29,10g,8363
帝豪旗舰店,欧化泰 对乙酰氨基酚片,广州欧化药业有限公司,3.31,2021-07-31,20片,10765
帝豪旗舰店,烟台大洋 消糜阴道泡腾片,烟台东诚大洋制药有限公司,6.90,2020-08-31,2.3g*8片,4670
帝豪旗舰店,白云山 明兴 清开灵口服液,广州白云山明兴制药有限公司,10.99,2020-07-31,10ml*6支,24791
帝豪旗舰店,欧兰宁 奥氮平片,江苏豪森药业集团有限公司,107.95,2020-11-30,10mg*7片,1785
帝豪旗舰店,培达 西洛他唑片,浙江大冢制药有限公司,57.07,2021-05-31,50mg*12片,407
帝豪旗舰店,云南明镜 盐酸小檗碱片,云南明镜亨利制药有限公司,12.47,2020-10-31,0.1g*100片,2742
帝豪旗舰店,百服咛 对乙酰氨基酚口服溶液,中美上海施贵宝制药有限公司,10.20,2020-07-31,60ml,2846
帝豪旗舰店,华南 安乃近片,广东华南药业集团有限公司,5.35,2022-01-06,0.5g*100片,5210
帝豪旗舰店,班赛 过氧苯甲酰凝胶,Laboratoires GALDERMA,27.78,2020-04-30,15g:5%,923
帝豪旗舰店,华南 尼群地平片,广东华南药业集团有限公司,5.85,2020-05-25,10mg*100片,5390
帝豪旗舰店,博乐欣 盐酸文拉法辛胶囊,成都康弘药业集团股份有限公司,32.28,2021-11-30,25mg*8粒*2板,1010
帝豪旗舰店,贵阳新天 夏枯草口服液,贵阳新天药业股份有限公司,28.20,2020-07-02,10ml*12支,1222
帝豪旗舰店,三精 清开灵分散片,哈药集团三精千鹤制药有限公司,10.50,2020-07-31,0.4g*18片,2510
帝豪旗舰店,芜湖张恒春 双龙出海 小柴胡颗粒,芜湖张恒春药业有限公司,5.00,2021-02-28,10g*9袋,8528
帝豪旗舰店,碧凯 保妇康栓,海南碧凯药业有限公司,53.00,2020-11-27,1.74g*14粒,586
帝豪旗舰店,天津田边 盖爽 依卡倍特钠颗粒,天津田边制药有限公司,26.19,2021-05-31,1.0g*10袋,1023
帝豪旗舰店,伊泰青 厄贝沙坦胶囊,珠海润都制药股份有限公司,65.61,2021-11-30,0.15g*28s,451
帝豪旗舰店,陕西康惠 消银颗粒,陕西康惠制药股份有限公司,26.70,2020-11-03,3.5g*12袋,1046
帝豪旗舰店,马应龙 红霉素软膏,马应龙药业集团股份有限公司,2.10,2021-11-30,10g,0
帝豪旗舰店,纱布口罩,广州永益医疗器械有限公司,1.98,2022-01-04,14*18cm*12层*1个,2129
帝豪旗舰店,贵州万胜 复方胃痛胶囊,贵州万胜药业有限责任公司,16.48,2020-07-31,0.28g*24粒,977
帝豪旗舰店,豪氏早孕检测试纸笔型,杭州隆基生物技术有限公司,8.50,2021-01-31,1支,746
帝豪旗舰店,昆明振华 红霉素眼膏,云南植物药业有限公司,3.93,2023-07-23,2.5g:0.5%,17026
帝豪旗舰店,灭菌弹性绷带(延伸长),广州永益医疗器械有限公司,2.94,2021-09-04,7.5*450cm,1072
帝豪旗舰店,康忻 富马酸比索洛尔片,Merck Serono GmbH,33.50,2020-08-08,5mg*10片,2078
帝豪旗舰店,恒健 复方酮康唑乳膏,广东恒健制药有限公司,4.95,2020-07-17,15g,6353
帝豪旗舰店,欣复诺 阿德福韦酯胶囊,北京双鹭药业股份有限公司,23.08,2020-08-13,10mg*10s,1116
帝豪旗舰店,长春人民 三肾丸,长春人民药业集团有限公司,8.00,2021-12-31,4.5g*12袋,3342
帝豪旗舰店,湖北济安堂 泮托拉唑钠肠溶片,湖北济安堂药业股份有限公司,6.50,2020-12-31,40mg*7片,4562
帝豪旗舰店,杰士邦ZERO零感极薄安全套,不二乳胶株式会社,31.60,2023-03-31,8只,739
帝豪旗舰店,九芝堂 六味地黄丸,九芝堂股份有限公司,12.00,2021-10-31,120g,2938
帝豪旗舰店,同仁堂 牛黄降压丸,北京同仁堂科技发展股份有限公司制药厂,10.61,2022-10-31,1.6g*10丸,2853
帝豪旗舰店,华南 去痛片,广东华南药业集团有限公司,12.59,2020-10-28,100片,2602
帝豪旗舰店,步长天浩 通脉降糖胶囊,保定天浩制药有限公司,51.67,2020-01-03,0.4g*60粒,540
帝豪旗舰店,青海绿色 痛风舒胶囊,青海绿色药业有限公司,21.50,2021-04-30,0.3g*24粒,1491
帝豪旗舰店,西甲硅油乳剂,Berlin-Chemie AG,37.40,2021-04-30,30ml(40mg/ml),696
帝豪旗舰店,骨质增生理疗贴,贵州心意药业有限责任公司,2.94,2021-12-31,70*70mm*4贴,4317
帝豪旗舰店,浙江海正 他克莫司胶囊,浙江海正药业股份有限公司,480.00,2020-03-31,0.5mg*50粒,48
帝豪旗舰店,九芝堂 小金丸,成都九芝堂金鼎药业有限公司,12.44,2021-10-31,0.6g*4瓶,2194
帝豪旗舰店,内蒙古大唐 舒筋丸,内蒙古大唐药业股份有限公司,10.30,2021-12-02,3g*10丸,2559
帝豪旗舰店,正大清江 东方草 清开灵滴丸,江苏正大清江制药有限公司,11.25,2020-11-30,60丸*2板,2119
帝豪旗舰店,重庆华邦 三蕊 维胺酯胶囊,重庆华邦制药有限公司,20.79,2020-10-31,25mg*10粒*2板,1162
帝豪旗舰店,湖南千金 利巴韦林颗粒,湖南千金湘江药业股份有限公司,4.50,2021-11-30,50mg*18袋,5964
帝豪旗舰店,阿托伐他汀钙片(山乐汀R),山德士(中国)制药有限公司,19.89,2021-03-31,10mg*7s,1299
帝豪旗舰店,华南 盐酸多西环素片,广东华南药业集团有限公司,11.00,2022-03-03,0.05g*100片,5818
帝豪旗舰店,沈阳红药 乳癖消片,沈阳红药集团股份有限公司,13.60,2021-06-30,0.32g*100片,2147
帝豪旗舰店,通化利民 丹参舒心胶囊,通化利民药业有限责任公司,5.85,2022-01-31,12粒*3板,1212
帝豪旗舰店,博路定 恩替卡韦片,中美上海施贵宝制药有限公司,185.00,2021-05-31,0.5mg*7s薄膜衣,4907
帝豪旗舰店,湖北成田 足光散,湖北人福成田药业有限公司,4.20,2020-12-30,40g*3袋,7383
帝豪旗舰店,聚协昌 夏枯草胶囊,聚协昌(北京)药业有限公司,16.90,2020-07-01,0.35g*10粒*2板,1762
帝豪旗舰店,迪银片 复方氨肽素片,重庆华邦制药有限公司,48.80,2021-04-30,120片,578
帝豪旗舰店,尼美欣 甲硝唑阴道凝胶,同方药业集团有限公司,9.00,2020-11-30,5g:37.5mg,1950
帝豪旗舰店,德国夏菩 施保利通片,德国夏菩天然药物制药公司,38.64,2019-06-30,0.3g*20片,177
帝豪旗舰店,九鑫 清热暗疮丸,吉林九鑫制药股份有限公司,9.09,2021-11-30,24丸*3板,2933
帝豪旗舰店,康芝松 止咳橘红颗粒,康芝药业股份有限公司,22.62,2020-12-07,3g*20袋(无糖),0
帝豪旗舰店,四川通园 羧甲淀粉钠溶液,四川省通园制药集团有限公司,18.50,2020-09-30,100ml:22.5g,1188
帝豪旗舰店,华南 黄连素 盐酸小檗碱片,广东华南药业集团有限公司,18.78,2021-10-11,0.1g*100片,1906
帝豪旗舰店,南国 复方愈创木酚磺酸钾口服溶液,广东南国药业有限公司,3.52,2021-01-31,100ml,7326
帝豪旗舰店,康妇特 复方莪术油栓,太阳石(唐山)药业有限公司,18.75,2021-06-30,50mg*6枚,1225
帝豪旗舰店,枢瑞 枸橼酸托瑞米芬片,福安药业集团宁波天衡制药有限公司,48.77,2020-09-30,40mg*14片,467
帝豪旗舰店,一泰纳 氢溴酸西酞普兰片,江苏恩华药业股份有限公司,20.58,2020-04-30,20mg*12片,1229
帝豪旗舰店,福美加 阿仑膦酸钠维D3片(Ⅱ),Merck Sharp & Dohme Australia Pty. Ltd.,71.48,2020-03-05,70mg*1片,393
帝豪旗舰店,跌打伤痛理疗贴,贵州心意药业有限责任公司,2.83,2021-12-31,70*70mm*4贴,861
帝豪旗舰店,腰痛理疗贴,贵州心意药业有限责任公司,2.94,2021-08-31,70*70mm*4贴,1003
帝豪旗舰店,信谊 柳氮磺吡啶肠溶片,上海信谊天平药业有限公司,21.30,2020-10-18,0.25g*60片,1187
帝豪旗舰店,成都地奥 脂必泰胶囊,成都地奥九泓制药厂,23.41,2020-09-10,0.24g*10粒,1084
帝豪旗舰店,易克 双氯芬酸钠缓释胶囊,南京易亨制药有限公司,6.80,2020-07-31,50mg*12粒*2板,4149
帝豪旗舰店,普威 尼美舒利片,天津药物研究院药业有限责任公司,12.78,2019-12-31,0.1g*10片,234
帝豪旗舰店,桂林华信 谐尔平 格列齐特缓释胶囊,桂林华信制药有限公司,14.30,2021-01-04,30mg*10粒*3板,1559
帝豪旗舰店,陈李济 石斛夜光丸,广州白云山陈李济药厂有限公司,9.66,2021-02-28,24g,246
帝豪旗舰店,康奇力 感冒止咳颗粒,广东康奇力药业股份有限公司,5.00,2021-01-31,10g*10袋,6828
帝豪旗舰店,达芬霖 盐酸羟甲唑啉喷雾剂,深圳大佛药业股份有限公司,22.69,2021-05-31,20ml:10mg,971
帝豪旗舰店,腾药 感冒疏风片,云南腾药制药股份有限公司,4.50,2021-12-31,12片*2板,6566
帝豪旗舰店,可威 磷酸奥司他韦胶囊,宜昌东阳光长江药业股份有限公司,39.00,2023-03-08,75mg*2粒,2200
帝豪旗舰店,杜蕾斯超薄装安全套,青岛伦敦杜蕾斯有限公司,14.17,2023-12-31,3只,574
帝豪旗舰店,广西禅方 复方穿心莲片,广西禅方药业股份有限公司,2.15,2020-12-31,100片,15128
帝豪旗舰店,恩威 洁尔阴洗液,四川恩威制药有限公司,13.24,2022-05-31,160ml,2079
帝豪旗舰店,山西宝芝林 银翘伤风胶囊,山西华元医药生物技术有限公司,4.18,2020-07-31,28粒,5547
帝豪旗舰店,腾药 小儿惊风七厘散,云南腾药制药股份有限公司,7.16,2021-11-30,0.2g,3348
帝豪旗舰店,地奥 谷参 复方谷氨酰胺肠溶胶囊,地奥集团成都药业股份有限公司,42.07,2020-10-31,36粒,520
帝豪旗舰店,恒健 克霉唑乳膏,广东恒健制药有限公司,3.08,2021-01-04,10g:3%,8160
帝豪旗舰店,贝克诺顿 阿莫西林干混悬剂,昆明贝克诺顿制药有限公司,7.14,2021-02-28,0.125g*10袋,444
帝豪旗舰店,曲莱 奥卡西平口服混悬液,Delpharm Huningue S.A.S,152.00,2021-04-30,100ml,156
帝豪旗舰店,斯威 前列舒乐胶囊,通化斯威药业股份有限公司,7.50,2020-11-30,0.3g*30粒,3439
帝豪旗舰店,喜福来 头孢克洛胶囊,广州白云山光华制药股份有限公司,8.03,2020-11-30,0.25g*6s,3129
帝豪旗舰店,杜蕾斯情趣组合装,青岛伦敦杜蕾斯有限公司,39.51,2023-08-31,12只,131
帝豪旗舰店,999 气滞胃痛颗粒,辽宁华润本溪三药有限公司,22.40,2021-11-04,2.5g*12袋,1159
帝豪旗舰店,佰消安 喉痛灵片,广东省惠州市中药厂有限公司,2.90,2021-02-28,36片,8188
帝豪旗舰店,结肠炎丸 固肠止泻丸,陕西中医学院制药厂,12.43,2021-10-20,30g,1816
帝豪旗舰店,康乔汉普 氧氟沙星滴眼液,广东宏盈科技有限公司,1.10,2020-08-23,5ml:15mg,21095
帝豪旗舰店,中桂 复方鱼腥草糖浆,黑龙江中桂制药有限公司,14.50,2020-09-08,10ml*10支,1849
帝豪旗舰店,恒健 维生素B6片,广东恒健制药有限公司,4.90,2020-12-17,100片,6333
帝豪旗舰店,科田 曲咪新乳膏,湖北科田药业有限公司,4.80,2020-11-30,20g,4954
帝豪旗舰店,明兴 清开灵胶囊,广州白云山明兴制药有限公司,9.40,2021-03-31,0.25g*12粒,2567
帝豪旗舰店,华南 卡马西平片,广东华南药业集团有限公司,14.24,2021-12-09,0.1g*100片,2162
帝豪旗舰店,金世力德 匹多莫德颗粒,天津金世制药有限公司,16.97,2020-07-07,2g:0.4g*6袋,1128
帝豪旗舰店,敬修堂 中风回春丸,广州白云山敬修堂药业股份有限公司,28.99,2021-02-28,1.8g*21袋,5958
帝豪旗舰店,宜力喜 盐酸罗格列酮片,浙江万晟药业有限公司,10.23,2020-02-29,4mg*7片,1755
帝豪旗舰店,瑞甘 门冬氨酸鸟氨酸颗粒剂,武汉启瑞药业有限公司,76.92,2020-11-30,3g*10袋,411
帝豪旗舰店,西安碑林 金嗓利咽丸,西安碑林药业股份有限公司,16.06,2020-08-31,360丸,1671
帝豪旗舰店,佰莫亭 甲磺酸溴隐亭片,匈牙利吉瑞大药厂,105.68,2021-05-31,2.5mg*30片,236
帝豪旗舰店,史达德 右美沙芬愈创甘油醚糖浆,史达德药业(北京)有限公司,21.59,2020-08-31,120ml,1086
帝豪旗舰店,广西欢宝 肤痒颗粒,广西欢宝药业有限公司,7.60,2020-11-30,9g*12袋,3607
帝豪旗舰店,典必殊 妥布霉素地塞米松滴眼液,Novartis Pharma NV,35.04,2020-07-31,5ml:15mg:5mg,888
帝豪旗舰店,江苏康缘 兰索拉唑片,江苏康缘药业股份有限公司,4.36,2020-07-31,15mg*12片,5765
帝豪旗舰店,三精 小儿暖脐膏,黑龙江诺捷制药有限责任公司,5.48,2022-01-31,5g*3贴,0
帝豪旗舰店,葛仙翁下火王,桂林葛仙翁药业有限公司,5.00,2021-02-20,10g*16袋,1538
帝豪旗舰店,通化鸿淘茂 小儿清热止咳口服液,吉林玉仁制药股份有限公司,9.50,2021-07-01,10支,1200
帝豪旗舰店,湖北科田 冻疮膏,湖北科田药业有限公司,3.30,2021-12-31,20g,5357
帝豪旗舰店,卫生口罩(恒护牌),广东恒健制药有限公司,1.98,2021-07-19,18cm*14cm*12层*1个,581
帝豪旗舰店,同仁堂 麻仁润肠丸,北京同仁堂股份有限公司同仁堂制药厂,12.00,2023-05-31,6g*10丸,2037
帝豪旗舰店,上海中华 天坛 清凉油(白色),上海中华药业有限公司,12.42,2021-05-31,19g,2001
帝豪旗舰店,荜铃胃痛颗粒,扬子江药业集团江苏制药股份有限公司,27.81,2020-05-30,5g*6袋,858
帝豪旗舰店,九芝堂 归脾丸,九芝堂股份有限公司,12.53,2021-10-31,200丸,0
帝豪旗舰店,通化盛和 恒帝 护肝片,通化利民药业有限责任公司,7.39,2021-12-31,100片,3279
帝豪旗舰店,杨凌东科 药王山 复方祖司麻止痛膏,陕西东科制药有限责任公司,23.57,2019-05-31,7cm*10cm*2贴*4袋,68
帝豪旗舰店,深圳信立泰 信达怡 盐酸贝那普利片,深圳信立泰药业股份有限公司,31.59,2020-10-31,5mg*28片,696
帝豪旗舰店,京万红痔疮膏,天津达仁堂京万红药业有限公司,8.88,2020-11-23,10g,2612
帝豪旗舰店,杜蕾斯情迷装安全套,青岛伦敦杜蕾斯有限公司,39.51,2023-09-30,12只,288
帝豪旗舰店,北京双鹤 茵栀黄口服液,北京华润高科天然药物有限公司,32.67,2020-10-31,10ml*10支,732
帝豪旗舰店,杜蕾斯螺纹装安全套,青岛伦敦杜蕾斯有限公司,39.51,2023-09-30,12只,309
帝豪旗舰店,湖北康正 克林霉素磷酸酯凝胶,湖北康正药业有限公司,4.93,2019-06-30,10g*0.1g,286
帝豪旗舰店,杰士邦DENIM自由派安全套,SURETEX LIMITED,20.08,2023-05-31,12只,1003
帝豪旗舰店,江苏平光 阿司匹林肠溶片,江苏平光制药有限责任公司,1.34,2020-08-31,25mg*100片,17400
帝豪旗舰店,撒隆巴斯 复方水杨酸甲酯薄荷醇贴剂,"HISAMITSU PHARMACEUTICAL CO.,INC.",28.22,2020-07-31,4.2cm*6.5cm*20贴,844
帝豪旗舰店,陈李济 补脾益肠丸,广州白云山陈李济药厂有限公司,26.24,2022-07-31,130g,1082
帝豪旗舰店,广宇制药 冬凌草片,三门峡广宇生物制药有限公司,2.01,2020-12-31,0.26g*24片,12706
帝豪旗舰店,世扶尼 头孢地尼胶囊,天津医药集团津康制药有限公司,11.14,2020-11-30,0.1g*6粒,2279
帝豪旗舰店,曼秀雷敦栢可 复方薄荷脑软膏,曼秀雷敦(中国)药业有限公司,19.46,2023-02-28,28g,1232
帝豪旗舰店,安徽东盛 刘百年 抗病毒口服液,安徽东盛友邦制药有限公司,5.23,2021-01-31,10ml*6支,4128
帝豪旗舰店,枫蓼肠胃康片,海南万州绿色制药有限公司,5.32,2020-08-31,0.2g*24片,4152
帝豪旗舰店,复傲坦 奥美沙坦酯氢氯噻嗪片,第一三共制药(上海)有限公司,53.85,2020-09-30,20mg:12.5mg*7片,387
帝豪旗舰店,云南白药牙膏(薄荷清爽型),云南白药集团股份有限公司,22.06,2021-10-19,150g,3041
帝豪旗舰店,乐息平 拉西地平片,"GLAXOSMITHKLINE,S.A.",28.59,2020-03-31,4mg*7片,767
帝豪旗舰店,哈尔滨三木 消炎片,哈尔滨三木制药厂,3.80,2021-05-31,24片,557
帝豪旗舰店,白云山 健肝灵胶囊,广州白云山光华制药股份有限公司,28.05,2020-04-30,60s,758
帝豪旗舰店,杜蕾斯激情装安全套,青岛伦敦杜蕾斯有限公司,11.80,2023-09-30,3只,246
帝豪旗舰店,信东生技 聚乙烯醇滴眼液,信东生技股份有限公司,21.00,2020-09-01,0.5ml:7mg*10支,0
帝豪旗舰店,浙江得恩德 铝碳酸镁咀嚼片,浙江得恩德制药股份有限公司,5.78,2020-11-30,0.5g*20片,4911
帝豪旗舰店,可丽蓝排卵测试笔(乳胶法),美艾利尔(上海)诊断产品有限公司,63.85,2020-05-19,7支,74
帝豪旗舰店,杜蕾斯超薄装,青岛伦敦杜蕾斯有限公司,37.14,2023-10-31,8只,315
帝豪旗舰店,杜蕾斯挚爱装安全套,青岛伦敦杜蕾斯有限公司,31.59,2023-11-30,12只,487
帝豪旗舰店,同仁堂 当归苦参丸,北京同仁堂科技发展股份有限公司制药厂,18.20,2022-02-28,6g*6瓶,1609
帝豪旗舰店,司百得 精氨酸布洛芬颗粒,海南赞邦制药有限公司,16.85,2020-12-31,0.4g*6袋(薄荷香精),1312
帝豪旗舰店,万年青牌 石淋通片,广东万年青制药有限公司,10.41,2020-02-29,100s,2094
帝豪旗舰店,麦滋林 L-谷氨酰胺呱仑酸钠颗粒,千寿制药株式会社,25.45,2020-11-30,0.67g*15袋,857
帝豪旗舰店,冯了性 抗骨增生片,国药集团冯了性(佛山)药材饮片有限公司,11.80,2020-06-19,100片,1836
帝豪旗舰店,德众 少林跌打止痛膏,国药集团德众(佛山)药业有限公司,8.65,2020-06-10,8贴,2234
帝豪旗舰店,暖宫贴,济南秦鲁药业科技有限公司,7.50,2021-01-01,90mm*110mm*2贴,649
帝豪旗舰店,敬修堂 舒胆胶囊,广州白云山敬修堂药业股份有限公司,24.80,2020-03-31,0.3g*48粒,170
帝豪旗舰店,乐友 盐酸帕罗西汀片,浙江华海药业股份有限公司,71.27,2020-03-31,20mg*20s,0
帝豪旗舰店,华南 维生素C片,广东华南药业集团有限公司,2.64,2020-10-06,0.1g*100片,8047
帝豪旗舰店,恒健 聚维酮碘溶液,广东恒健制药有限公司,1.99,2020-11-23,50ml,11295
帝豪旗舰店,重庆华邦 欣西 阿伐斯汀胶囊,重庆华邦制药有限公司,25.41,2021-11-30,8mg*20粒,857
帝豪旗舰店,济民 穿心莲片,广西济民制药有限公司,2.22,2020-06-30,12片*3板,10766
帝豪旗舰店,振霖牌 消癌平片,吉林京辉药业股份有限公司,15.00,2021-01-31,0.3g*10片*6板,12
帝豪旗舰店,赛诺维 消栓肠溶胶囊[消栓胶囊(肠溶)],三门峡赛诺维制药有限公司,48.53,2020-07-31,0.2g*24粒,389
帝豪旗舰店,安络血片 肾上腺色腙片,江苏亚邦爱普森药业有限公司,12.50,2020-10-31,2.5mg*100片,1795
帝豪旗舰店,创口贴(高弹PE型),青岛海诺生物工程有限公司,1.00,2021-11-01,6片*40袋,1004
帝豪旗舰店,江西银涛 复方杏香兔耳风胶囊,江西银涛药业有限公司,9.90,2019-06-30,0.47g*30粒,88
帝豪旗舰店,特一 灰黄霉素片,特一药业集团股份有限公司,8.80,2021-10-31,0.1g*100片,2544
帝豪旗舰店,贵州百灵 黄连上清片,贵州百灵企业集团制药股份有限公司,3.36,2020-03-03,0.3g*48片,7024
帝豪旗舰店,以岭 芪苈强心胶囊,石家庄以岭药业股份有限公司,36.49,2021-03-31,0.3g*36s,643
帝豪旗舰店,三乐喜 茴拉西坦胶囊,无锡凯西药业有限公司,7.27,2022-09-30,0.1g*6粒*2板,2756
帝豪旗舰店,广东环球 七叶神安片,国药集团广东环球制药有限公司,13.64,2020-01-25,100mg*24片,1764
帝豪旗舰店,第6感超薄超滑安全套(香草香),SuretexProphylactics(India)Limited,14.04,2023-09-30,12只,1403
帝豪旗舰店,同仁堂 牛黄上清丸,北京同仁堂股份有限公司同仁堂制药厂,11.98,2023-05-31,6g*10丸,2675
帝豪旗舰店,贵州三仁堂 双金胃疡胶囊,贵州三仁堂药业有限公司,9.32,2021-11-30,0.4g*24s,2256
帝豪旗舰店,开思亭 依巴斯汀片,"ALMIRALL,S.A.",33.52,2021-03-31,10mg*10片,726
帝豪旗舰店,风湿理疗贴,贵州心意药业有限责任公司,2.94,2021-12-31,70*70mm*4贴,805
帝豪旗舰店,长春迪瑞 复方氨酚烷胺片,长春迪瑞制药有限公司,1.80,2021-10-16,12片,14727
帝豪旗舰店,同仁堂 防风通圣丸,北京同仁堂科技发展股份有限公司制药厂,12.80,2022-03-31,6g*10袋,1892
帝豪旗舰店,万州绿色 蜜雪儿 对乙酰氨基酚滴剂,海南万州绿色制药有限公司,6.35,2021-10-31,30ml,3223
帝豪旗舰店,好易康(8改善口腔上火问题),江苏雪豹日化有限公司,36.12,2020-11-09,120g,103
帝豪旗舰店,泻利停 颠茄磺苄啶片,哈药集团制药六厂,5.66,2021-11-30,0.4g:80mg:8mg*10片,7560
帝豪旗舰店,河北奥星 肿痛安胶囊,河北奥星集团药业有限公司,19.57,2021-08-15,0.28g*24粒,9757
帝豪旗舰店,陕西东泰 一清片,陕西东泰制药有限公司,25.10,2020-09-10,0.4g*18片*2板,1305
帝豪旗舰店,华北制药 阿莫西林胶囊,华北制药股份有限公司,3.03,2021-04-30,0.5g*10粒,7637
帝豪旗舰店,中一 障眼明片,广州白云山中一药业有限公司,35.76,2019-08-31,0.21g*100片,680
帝豪旗舰店,吉林一正 敖东壮肾丸,吉林一正药业集团有限公司,54.91,2019-05-31,9g*10丸,23
帝豪旗舰店,汕头橄榄枝 痔速宁片,汕头市橄榄枝制药有限公司,14.20,2020-06-04,0.33g*60s,1601
帝豪旗舰店,荣昌 银杏叶片,烟台荣昌制药股份有限公司,16.49,2020-10-31,0.36g*12片*2板,1102
帝豪旗舰店,新亚康王 复方酮康唑软膏,上海新亚药业闵行有限公司,4.30,2021-09-07,10g,7189
帝豪旗舰店,泮立苏 泮托拉唑钠肠溶胶囊,杭州中美华东制药有限公司,44.70,2020-11-30,20mg*14粒,483
帝豪旗舰店,湘中 神泰 丙戊酸镁缓释片,湖南省湘中制药有限公司,47.73,2022-01-31,0.25g*30片,594
帝豪旗舰店,成都永康 小金丸,成都永康制药有限公司,20.23,2020-11-30,0.6g*8袋,1050
帝豪旗舰店,诺丝温莎套香橙味,康乐工业有限公司,14.14,2023-02-28,12只,388
帝豪旗舰店,第6感超薄平滑安全套(香草香),Pleasure Latex Products Sdn Bhd.,20.76,2023-06-30,24只,866
帝豪旗舰店,金妇康 止痛化癥胶囊,通化茂祥制药有限公司,7.58,2021-04-30,0.3g*24粒,2469
帝豪旗舰店,化州中药 橘红梨膏,广东化州中药厂制药有限公司,17.61,2019-06-30,200g,10
帝豪旗舰店,葵花 金匮肾气丸,黑龙江葵花药业股份有限公司,7.95,2021-11-30,0.5g*200丸,0
帝豪旗舰店,承德天原 栀子金花丸,承德天原药业股份有限公司,5.11,2020-12-31,9g*6袋,3669
帝豪旗舰店,爱若华 来氟米特片,苏州长征-欣凯制药有限公司,75.00,2021-09-30,10mg*16片,273
帝豪旗舰店,甘肃独一味 参芪五味子片,康县独一味生物制药有限公司,12.14,2019-09-30,0.25g*24片,234
帝豪旗舰店,杰士邦爽滑倍润安全套,SURETEX LIMITED,24.19,2023-09-30,12只,714
帝豪旗舰店,心得安 盐酸普萘洛尔片,江苏亚邦爱普森药业有限公司,19.47,2021-10-31,10mg*100片,1694
帝豪旗舰店,景忠山国药 鼎新金列通 咳喘舒片,景忠山国药(唐山)有限公司,3.40,2020-08-31,24片,6019
帝豪旗舰店,广西邦琪 陈香露白露片,广西邦琪药业集团有限公司,3.55,2020-11-30,0.3g*100片,5680
帝豪旗舰店,吉安三力 麝香壮骨膏,江西吉安三力制药有限公司,7.79,2019-06-30,3贴*2袋,0
帝豪旗舰店,恒健 硫软膏,广东恒健制药有限公司,9.99,2021-01-04,20g,2309
帝豪旗舰店,鹤壁中药 白鹤 四方胃胶囊,鹤壁市中药有限公司,5.50,2021-12-31,0.5g*20粒,3623
帝豪旗舰店,浙江震元 制霉素片,浙江震元制药有限公司,30.91,2020-11-30,50万单位*100片,806
帝豪旗舰店,杰士邦动感薄安全套,SURETEX LIMITED,22.64,2023-04-30,10只,793
帝豪旗舰店,芬兰奥立安 华法林钠片,Orion Corporation,53.05,2021-06-17,3mg*100片,376
帝豪旗舰店,天津中新 松栢 舒脑欣滴丸,天津中新药业集团股份有限公司第六中药厂,46.20,2021-08-31,42mg*40丸,637
帝豪旗舰店,承德天原 普林松 清肺抑火丸,承德天原药业股份有限公司,6.56,2021-08-31,6g*10袋,3048
帝豪旗舰店,辽源誉隆 脑安胶囊,辽源誉隆亚东药业有限责任公司,20.00,2020-12-31,0.4g*20粒,892
帝豪旗舰店,正大青春宝 尿感宁颗粒,正大青春宝药业有限公司,8.70,2020-09-30,5g*6袋,2453
帝豪旗舰店,第6感004幻隐薄安全套,天津中生乳胶有限公司,20.79,2023-09-30,10支,806
帝豪旗舰店,四方箄 肠胃宁片,河南省新四方制药有限公司,7.53,2021-07-31,0.3g*24片,2536
帝豪旗舰店,南京正大 托妥 瑞舒伐他汀钙片,南京正大天晴制药有限公司,20.50,2019-10-31,10mg*7片,0
帝豪旗舰店,罗星 舒秘胶囊,福州辰星药业有限公司,7.99,2020-11-25,0.3g*10s,2591
帝豪旗舰店,神威 藿香正气软胶囊,神威药业集团有限公司,13.29,2021-03-31,0.45g*12粒*2板,1594
帝豪旗舰店,辉南长龙 追风舒经活血片,吉林省辉南长龙生化药业股份有限公司,6.65,2021-12-31,12片*3板,2948
帝豪旗舰店,桂林南药 交沙霉素片,桂林南药股份有限公司,14.20,2021-07-30,0.2g*12片,1411
帝豪旗舰店,紫鑫 四妙丸,吉林紫鑫药业股份有限公司,50.75,2020-12-30,6g*12袋,395
帝豪旗舰店,东北制药 维生素C片,东北制药集团沈阳第一制药有限公司,1.70,2020-08-31,0.1g*100片,12853
帝豪旗舰店,一力 复方双嗪利血平片,广东一力集团制药股份有限公司,5.03,2019-12-31,100片,3808
