供应商名称,商品名称,生产厂家,销售价,有效期,规格,销量
帝豪旗舰店,玄宁 马来酸左旋氨氯地平片,石药集团欧意药业有限公司,15.50,2022-12-26,2.5mg*7片,104
帝豪旗舰店,彼迪 替硝唑片,广东彼迪药业有限公司,5.57,2021-12-16,0.5g*8片,145
帝豪旗舰店,欧开 七叶皂苷钠片,山东绿叶制药有限公司,45.60,2021-10-31,30mg*24片,187
帝豪旗舰店,甘肃独一味 脉平片,康县独一味生物制药有限公司,18.22,2020-12-31,0.28g*36s,16
帝豪旗舰店,信邦 益心舒胶囊,贵州信邦制药股份有限公司,33.02,2021-10-31,0.4g*36粒,62
帝豪旗舰店,立思丁 夫西地酸乳膏,LEO Pharmaceutical Products Ltd.A/S(LEO Pharma A/S),37.42,2021-08-01,15g:0.3g,40
帝豪旗舰店,奥深 复方氟米松软膏,澳美制药厂,21.50,2020-07-31,15g,3862
帝豪旗舰店,重庆华邦 迪维 维A酸乳膏,重庆华邦制药有限公司,12.82,2020-09-30,0.1%*30g,167
帝豪旗舰店,广州莱泰 猴耳环消炎颗粒,广州莱泰制药有限公司,18.50,2019-12-31,5g*9袋,506
帝豪旗舰店,金匮肾气丸,呼伦贝尔松鹿制药有限公司,12.00,2022-08-31,6g*10丸,14
帝豪旗舰店,金辛金丐特 葡萄糖酸钙锌口服溶液,澳诺(中国)制药有限公司,22.73,2020-10-31,10ml*12支,648
帝豪旗舰店,山西昂生 维D2磷酸氢钙片,山西昂生药业有限责任公司,17.00,2020-11-30,108片,207
帝豪旗舰店,通化仁民 鹿茸口服液,通化仁民药业股份有限公司,14.00,2022-02-28,10ml*12支,407
帝豪旗舰店,可坦 愈美片,美罗药业股份有限公司,9.10,2021-01-21,12片,488
帝豪旗舰店,杰士邦零感超薄泌薄,不二乳胶株式会社,33.00,2023-09-30,10只,2
帝豪旗舰店,回乃宝(山楂麦芽茯苓代用茶),肇庆仁修堂医药有限公司,11.00,2021-01-02,60g(3g*20袋),25
帝豪旗舰店,广东彼迪 阿奇霉素分散片,广东彼迪药业有限公司,4.10,2021-01-03,0.25g*6粒,282
帝豪旗舰店,通化茂祥 金妇康 消糜栓,通化茂祥制药有限公司,13.75,2021-04-30,3g*5枚,573
帝豪旗舰店,广东新峰 咳特灵胶囊,广东新峰药业股份有限公司,3.86,2021-11-30,0.36g:1.4mg*30粒,797
帝豪旗舰店,天福康 逍遥丸,马鞍山天福康药业有限公司,4.80,2021-07-25,200丸,200
帝豪旗舰店,河北东风 天麻素片,河北东风药业有限公司,3.07,2021-06-30,25mg*24片,151
帝豪旗舰店,力美松 尼美舒利分散片,湖北舒邦药业有限公司,1.93,2021-08-31,50mg*8片,90
帝豪旗舰店,力美松 尼美舒利分散片,湖北舒邦药业有限公司,6.11,2021-10-30,50mg*20片,28
帝豪旗舰店,西双版纳版纳 秋水仙碱片,西双版纳版纳药业有限责任公司,11.93,2021-12-31,0.5mg*50片,315
帝豪旗舰店,永正 苯磺酸氨氯地平片,乐普药业(北京)有限责任公司,17.60,2020-12-31,5mg*28片,10
帝豪旗舰店,欣海宁 苯磺酸氨氯地平片,宜昌东阳光长江药业股份有限公司,6.25,2020-11-22,5mg*14s,288
帝豪旗舰店,福州辰星 复方地巴唑氢氯噻嗪胶囊,福州辰星药业有限公司,9.32,2020-07-22,0.25g*60粒,7
帝豪旗舰店,通化博祥 清脑降压片,吉林省通化博祥药业股份有限公司,8.90,2021-05-31,0.33g*100片,100
帝豪旗舰店,天翼 心舒宝胶囊,黑龙江天翼药业有限公司,8.50,2021-11-30,0.5g*20粒,262
帝豪旗舰店,百灵 银丹心脑通软胶囊,贵州百灵企业集团制药股份有限公司,27.82,2020-09-11,0.4g*30s,12
帝豪旗舰店,广西恒力宝 紫玲 老年咳喘片,广西恒力宝药业有限公司,3.64,2020-10-31,0.31g*48片,724
帝豪旗舰店,江苏济川 济诺 雷贝拉唑钠肠溶胶囊,济川药业集团有限公司,42.50,2020-04-30,20mg*7粒,495
帝豪旗舰店,参梅养胃颗粒,广西百琪药业有限公司,10.80,2020-05-30,16g*9袋,72
帝豪旗舰店,利尔眠片,广西玉兰制药有限公司,14.77,2020-11-30,0.35g*24片,279
帝豪旗舰店,齐佶 盐酸二甲双胍缓释片,山东齐都药业有限公司,7.50,2021-12-31,0.5g*30片,110
帝豪旗舰店,金诃藏药 如意珍宝丸,金诃藏药股份有限公司,44.32,2021-11-30,0.5g*20丸,26
帝豪旗舰店,陕西盘龙 盘龙七片,陕西盘龙药业集团股份有限公司,32.00,2021-12-18,0.3g*36片,268
帝豪旗舰店,河南明康 鼻炎灵片,河南省金鸿堂制药有限公司,4.77,2021-03-30,0.3g*24片*2板,258
帝豪旗舰店,帅克坦 盐酸氨溴索缓释胶囊,乐普药业股份有限公司,9.09,2020-11-30,75mg*12粒,103
帝豪旗舰店,北京益民 茶苯海明含片,北京益民药业有限公司,10.91,2021-03-18,40mg*4片,523
帝豪旗舰店,益佰 小儿止咳糖浆,贵州益佰制药股份有限公司,7.05,2020-10-31,90ml,198
帝豪旗舰店,黑龙江天宏 抗感解毒颗粒,黑龙江天宏药业股份有限公司,5.60,2020-11-17,10g*8袋,269
帝豪旗舰店,钦州北生 复方消痔栓,广西百琪药业有限公司,3.41,2020-02-29,2g*5粒,269
帝豪旗舰店,深圳中药 小儿清热止咳口服液,国药集团致君(深圳)坪山制药有限公司,16.90,2020-11-30,100ml,76
帝豪旗舰店,杰士邦零感超薄沁润,武汉杰士邦卫生用品有限公司,37.00,2023-09-30,10只,2
帝豪旗舰店,加味逍遥丸(水丸),呼伦贝尔松鹿制药有限公司,10.50,2022-08-31,6g*10袋,5
帝豪旗舰店,美贝健液体钙软胶囊（康琪壹佰牌）,湖南康琪壹佰生物科技有限公司,30.80,2021-02-22,1450mg*120粒,113
帝豪旗舰店,维生素C片（美贝健）,威海百合生物技术股份有限公司,20.11,2020-10-22,1.2克*60片,19
帝豪旗舰店,钙铁锌咀嚼片（美贝健）,威海百合生物技术股份有限公司,24.60,2020-10-17,1.2g*60片,42
帝豪旗舰店,大豆异黄酮维E软胶囊（美贝健）,威海紫光生物科技开发有限公司,40.00,2020-09-11,500毫克*60粒,17
帝豪旗舰店,美贝健贝兴牌钙镁片,广东长兴生物科技股份有限公司,19.40,2020-09-25,1g*60片,13
帝豪旗舰店,（美贝健）百合康牌褪黑素维生素B6胶囊,威海百合生物技术股份有限公司,24.00,2020-11-06,0.15g*60粒,46
帝豪旗舰店,海氏海诺/外科纱布敷料,青岛海诺生物工程有限公司,1.80,2021-01-01,8cm*10cm*5片,633
帝豪旗舰店,肝胃气痛片 ,哈尔滨中药六厂有限公司,5.00,2020-08-31,0.6g*30s,271
帝豪旗舰店,施慧达 苯磺酸左旋氨氯地平片,施慧达药业集团(吉林)有限公司,29.55,2020-11-30,5mg*7片,130
帝豪旗舰店,安内喜 氯沙坦钾氢氯噻嗪片,苏州东瑞制药有限公司,26.70,2020-11-16,14片,314
帝豪旗舰店,四川大冢 盐酸左氧氟沙星胶囊,四川大冢制药有限公司,2.78,2020-11-13,0.1g*12粒,400
帝豪旗舰店,山东仙河 三七伤药片,山东仙河药业有限公司,7.00,2021-01-31,24片*2板,241
帝豪旗舰店,福克 复方氨酚烷胺胶囊,山西同达药业有限公司,2.50,2021-12-31,14粒,1065
帝豪旗舰店,山东华洋 润肠丸,山东华洋制药有限公司,5.11,2020-05-31,48粒,52
帝豪旗舰店,四川奥邦 邦可欣 盐酸特比萘芬片,成都奥邦药业有限公司,17.40,2020-12-18,0.25g*8片,503
帝豪旗舰店,贵阳新天 苦参凝胶,贵阳新天药业股份有限公司,32.50,2020-05-31,5g*3支,42
帝豪旗舰店,补佳乐 戊酸雌二醇片,拜耳医药保健有限公司广州分公司,33.60,2023-06-06,1mg*21片,154
帝豪旗舰店,威特湖南 暖宫孕子胶囊,威特(湖南)药业有限公司,23.90,2021-11-30,0.32g*48粒,66
帝豪旗舰店,甘南佛阁 藏羚 二十五味鬼臼丸,甘南佛阁藏药有限公司,26.70,2021-05-04,1g*6丸,0
帝豪旗舰店,广东粤威 珍生源 少林风湿跌打膏,广东粤威制药有限公司,4.50,2020-11-30,7cm*9.5cm*8贴,9246
帝豪旗舰店,河南辅仁堂 益心通脉颗粒,河南辅仁堂制药有限公司,18.00,2020-02-29,10g*9袋,150
帝豪旗舰店,安徽永生堂 硝苯地平缓释片,安徽永生堂药业有限责任公司,5.68,2020-07-16,10mg*15片*2板,65
帝豪旗舰店,瑞波特 雷贝拉唑钠肠溶片,江苏豪森药业集团有限公司,25.91,2020-09-30,10mg*7片,135
帝豪旗舰店,舒雅柯 依托度酸片,浙江亚太药业股份有限公司,9.09,2020-07-31,0.2g*12片,29
帝豪旗舰店,大唐汉方 龙血竭片,云南大唐汉方制药有限公司,24.34,2019-12-31,0.4g*12片*3板,79
帝豪旗舰店,西安千禾 致康 生精片,西安千禾药业股份有限公司,75.68,2020-04-29,0.5g*24片,2
帝豪旗舰店,保节力 硫酸氨基葡萄糖片,新兴同仁药业有限公司,26.00,2020-11-30,0.314g*12s,43
帝豪旗舰店,步迈新 盐酸氨基葡萄糖片,四川新斯顿制药股份有限公司,40.00,2020-10-31,0.24g*60片,519
帝豪旗舰店,尤伯松 丁酸氢化可的松乳膏,湖南五洲通药业有限责任公司,7.73,2021-04-30,20g,176
帝豪旗舰店,四川同人泰 创灼膏,四川同人泰药业股份有限公司,11.59,2021-05-31,20g,64
帝豪旗舰店,伊春金北药 清火片,伊春金北药制药有限公司,3.18,2022-01-31,60片,793
帝豪旗舰店,吉林天泰 降糖舒胶囊,吉林省天泰药业股份有限公司,12.10,2020-10-31,0.3g*60粒,80
帝豪旗舰店,成都明日 地氯雷他定片,成都明日制药有限公司,8.00,2020-05-31,2.5mg*12粒,136
帝豪旗舰店,利通 酚咖片,东莞市亚洲制药有限公司,9.09,2020-10-31,250mg:32.5mg*16片,65
帝豪旗舰店,仕象 双氯芬酸二乙胺凝胶,黄石卫生材料药业有限公司,11.00,2020-09-30,25g,153
帝豪旗舰店,中一 调经益母片,广州白云山中一药业有限公司,8.52,2021-07-31,0.36g*48s,37
帝豪旗舰店,焦作联盟 温经止痛膏,焦作联盟医用材料股份有限公司,19.20,2020-08-31,4cm*6cm*4贴*3袋,10
帝豪旗舰店,天福康 知柏地黄丸,马鞍山天福康药业有限公司,4.80,2021-07-04,200丸,205
帝豪旗舰店,先草 复方川芎吲哚美辛胶囊,海南博大制药厂,20.00,2020-02-29,12粒,333
帝豪旗舰店,陕西步长 宫血停颗粒,陕西步长高新制药有限公司,31.99,2020-11-30,10g*12袋,64
帝豪旗舰店,吉林天泰 颜阳春 丹栀逍遥丸,吉林省天泰药业股份有限公司,4.80,2021-12-31,6g*6袋,25
帝豪旗舰店,同仁堂 洋参保肺丸,北京同仁堂股份有限公司同仁堂制药厂,22.16,2023-05-31,6g*10丸,59
帝豪旗舰店,寿比山 吲达帕胺片,天津力生制药股份有限公司,19.30,2021-05-26,2.5mg*30片(薄膜片),5004
帝豪旗舰店,信必可都保 布地奈德福莫特罗粉吸入剂,AstraZeneca AB,341.00,2020-07-31,320ug:9ug,30
帝豪旗舰店,瞿麦,河北楚风中药饮片有限公司,9.50, ,500g/包,0
帝豪旗舰店,江西民康 山香圆颗粒,江西民康制药有限公司,13.50,2021-09-30,4g*9袋,218
帝豪旗舰店,同仁堂 内补养荣丸,北京同仁堂股份有限公司同仁堂制药厂,14.32,2021-11-30,6g*10丸,94
帝豪旗舰店,黑龙江太阳岛 选博士 癣药膏,黑龙江太阳岛药业有限公司,8.80,2020-08-31,6g,24
帝豪旗舰店,风湿关节炎片,安阳诺美药业有限公司,4.20,2020-03-31,0.32g*40s,85
帝豪旗舰店,江西仁丰 抚河牌 百癣夏塔热分散片,江西仁丰药业有限公司,13.20,2020-06-30,24片,340
帝豪旗舰店,佩护士 曲安奈德益康唑乳膏,福建太平洋制药有限公司,4.15,2021-12-31,13g,153
帝豪旗舰店,(五步蛇)远红外筋骨活络贴,安徽金阳生物科技有限公司,5.50,2021-01-02,2贴*2袋*300/件,211
帝豪旗舰店,山西华元 苯磺酸氨氯地平片,山西华元医药生物技术有限公司,7.95,2020-11-30,5mg*30片,157
帝豪旗舰店,康宝得维 非洛地平缓释片,山西康宝生物制品股份有限公司,13.47,2021-07-30,5mg*10s,0
帝豪旗舰店,普罗新希 马来酸氨氯地平片,四川巴中普瑞制药有限公司,13.07,2020-10-31,5mg*10片,10
帝豪旗舰店,重庆希尔安 跌打七厘片,重庆希尔安药业有限公司,30.11,2020-12-02,0.3g*36s,24
帝豪旗舰店,鲁南贝特 瑞旨 瑞舒伐他汀钙胶囊,鲁南贝特制药有限公司,51.50,2020-07-31,5mg*14粒,22
帝豪旗舰店,穿黄清热胶囊,山西华元医药生物技术有限公司,7.50,2020-06-30,0.3g*36粒,357
帝豪旗舰店,清之品 清浊祛毒丸,广西清之品制药有限责任公司,25.00,2020-10-31,8g*6袋,50
帝豪旗舰店,贵州联盛 克淋通胶囊,贵州联盛药业有限公司,21.59,2021-04-30,0.4g*12s*3板,115
帝豪旗舰店,同仁堂 强肾镇痛丸,北京同仁堂股份有限公司同仁堂制药厂,18.18,2022-10-31,6g*10丸,3
帝豪旗舰店,可尔生 盐酸克林霉素棕榈酸酯颗粒,北大医药股份有限公司,25.00,2020-09-30,1g:37.5mg*18袋,41
帝豪旗舰店,十三味菥蓂丸,甘南佛阁藏药有限公司,20.00,2022-09-16,0.6g*12丸,3
帝豪旗舰店,甘肃祁连山 土霉素片,甘肃祁连山药业股份有限公司,36.36,2020-06-30,0.25g*1000片,178
帝豪旗舰店,同仁堂 大败毒胶囊,北京同仁堂股份有限公司同仁堂制药厂,28.41,2021-05-31,0.5g*20粒,3
帝豪旗舰店,金珠雅砻 十六味马蔺子丸,西藏金珠雅砻藏药有限责任公司,27.27,2020-12-09,12丸*2板,10
帝豪旗舰店,白云山星群-润通茶(加赠5袋),汕头市壹杯通有限公司,19.50,2020-09-04,44g(2.2g*20袋)+赠5袋,100
帝豪旗舰店,嘉应 金菊五花茶颗粒,广东嘉应制药股份有限公司,10.23,2021-07-31,10g*12袋,219
帝豪旗舰店,重庆希尔安 复方斑蝥胶囊,重庆希尔安药业有限公司,58.00,2021-10-18,0.25g*60粒,55
帝豪旗舰店,丙酸氟替卡松乳膏,武汉诺安药业有限公司,18.18,2020-06-30,15g,47
帝豪旗舰店,谷奥 复方谷氨酰胺颗粒,广东岭南制药有限公司,10.50,2021-11-29,660mg:2mg*15袋,250
帝豪旗舰店,碳酸钙D3咀嚼片(Ⅱ),惠氏制药有限公司,59.49,2019-11-22,64片/瓶,11
帝豪旗舰店,阿司匹林肠溶片,河北瑞森药业有限公司,6.20,2021-09-05,100mg*12片*3板,71
帝豪旗舰店,恒诚 感冒清片,广东恒诚制药有限公司,6.50,2021-10-31,100片,38
帝豪旗舰店,科素亚 氯沙坦钾片,Merck Sharp & Dohme Ltd.,57.38,2021-06-26,100mg*7s,91
帝豪旗舰店,广东百科 京舒 阿托伐他汀钙分散片,广东百科制药有限公司,32.82,2020-04-30,20mg*7片,510
帝豪旗舰店,利凡优 愈美胶囊,江苏亚邦爱普森药业有限公司,7.50,2020-12-31,100mg:15mg*10粒*2板,491
帝豪旗舰店,云南明镜 复方岩白菜素片,云南明镜亨利制药有限公司,4.89,2020-12-31,0.125g*30片,297
帝豪旗舰店,广州粤华 广健 肾肝宁胶囊,广州粤华制药有限公司,14.00,2020-10-31,0.45g*24s,9
帝豪旗舰店,宫瘤宁胶囊,康县独一味生物制药有限公司,14.50,2020-11-30,0.3g*54粒,36
帝豪旗舰店,江西海尔思 抗宫炎片,江西海尔思药业股份有限公司,7.07,2022-02-12,18片*4板(糖衣片),207
帝豪旗舰店,冯了性 上清丸,国药集团冯了性(佛山)药材饮片有限公司,10.91,2020-12-11,9g*10丸,93
帝豪旗舰店,山东端信堂 感冒清热颗粒,山东端信堂大禹药业有限公司,4.50,2020-12-11,12g*10袋,120
帝豪旗舰店,同仁堂 清肺抑火丸,北京同仁堂制药有限公司,11.70,2022-11-30,6g*12袋,116
帝豪旗舰店,康隆 强力枇杷露,哈尔滨市康隆药业有限责任公司,26.50,2020-12-24,150ml(无糖型),1553
帝豪旗舰店,通化斯威 颈康胶囊,通化斯威药业股份有限公司,8.20,2020-11-30,0.3g*12片*4板,137
帝豪旗舰店,杭州华威 儿咳糖浆,杭州华威药业股份有限公司,14.00,2020-08-31,10ml*6支,32
帝豪旗舰店,惠州中药 保儿安颗粒,广东省惠州市中药厂有限公司,2.84,2020-09-30,10g*6袋,91
帝豪旗舰店,心宝 蒲地蓝消炎胶囊,广东心宝药业科技有限公司,13.64,2020-12-31,0.4g*36粒,383
帝豪旗舰店,长春人民 小儿肺咳颗粒,长春人民药业集团有限公司,18.50,2021-01-31,3g*6袋,78
帝豪旗舰店,广东远大 补肺活血胶囊,广东雷允上药业有限公司,36.30,2020-12-31,0.35g*40粒,52
帝豪旗舰店,福寿胶囊,厦门中药厂有限公司,36.70,2020-04-08,0.35g*12s*2板,0
帝豪旗舰店,迪儿慧聪 赖氨肌醇维B12口服溶液,浙江迪耳药业有限公司,12.90,2020-03-31,120ml,152
帝豪旗舰店,冯了性 万氏牛黄清心丸,国药集团冯了性(佛山)药材饮片有限公司,7.90,2020-07-06,1.5g*4丸,576
帝豪旗舰店,甘肃皇甫谧 慷贝尔 保胎灵胶囊,陇药皇甫谧制药股份有限公司,14.00,2020-09-30,0.45g*24s,0
帝豪旗舰店,银诺克 妇洁舒洗液,吉林省银诺克药业有限公司,8.80,2022-03-03,180ml,74
帝豪旗舰店,半边天 复方乌鸡口服液,江西半边天药业有限公司,17.50,2021-02-28,10ml*12支,64
帝豪旗舰店,德良方 消炎止咳胶囊,贵州德良方佰仕特药业有限公司,11.00,2021-01-22,0.35g*24粒,145
帝豪旗舰店,西洋参,广州市健桥惠泽药业有限公司,58.80, ,100g/瓶,9
帝豪旗舰店,保定金钟 疤痕止痒软化膏,河北金钟制药有限公司,13.60,2020-05-23,7cm*10cm*4贴,0
帝豪旗舰店,佳丽清 保妇康凝胶,江西杏林白马药业有限公司,36.00,2020-08-31,4g*4支,56
帝豪旗舰店,丙酸氯倍他索搽剂,国药集团三益药业(芜湖)有限公司,8.00,2020-04-30,30ml,60
帝豪旗舰店,康缘 复方南星止痛膏,江苏康缘阳光药业有限公司,26.50,2020-12-31,10cm*13cm*4贴,61
帝豪旗舰店,江苏晨牌 伊人 盐酸特比萘芬喷雾剂,江苏晨牌邦德药业有限公司,7.55,2020-10-31,15ml,105
帝豪旗舰店,漳州片仔癀 少林正骨精,漳州片仔癀药业股份有限公司,18.00,2022-01-01,60ml,100
帝豪旗舰店,昆明中药 昆中 清肺化痰丸,昆明中药厂有限公司,13.55,2021-05-31,6g*8袋,200
帝豪旗舰店,银诺克 暖宫孕子丸,吉林省银诺克药业有限公司,13.90,2021-03-26,24丸,1702
帝豪旗舰店,清淋颗粒,绵阳一康制药有限公司,13.60,2020-12-31,10g*12袋,8
帝豪旗舰店,硅凝胶,HansonMedicalInc,128.00,2021-02-28,15克,7
帝豪旗舰店,江苏正大 中畅 福多司坦片,江苏正大丰海制药有限公司,40.00,2021-01-31,0.2g*12片*1板,10
帝豪旗舰店,通化兴华 复方蒲芩胶囊,通化兴华药业有限责任公司,8.60,2020-11-26,36粒,62
帝豪旗舰店,（香雪）午时茶颗粒,武汉太福制药有限公司,11.00,2020-09-30,6g*16袋,2
帝豪旗舰店,江西新赣江 仁和药都 感冒灵胶囊,江西新赣江药业有限公司,8.00,2021-01-31,0.5g*24s,0
帝豪旗舰店,德昌祥 复方梨膏,贵阳德昌祥药业有限公司,14.50,2020-03-18,180g,71
帝豪旗舰店,广东百澳 消坦立 乙酰半胱氨酸颗粒,广东百澳药业有限公司,15.00,2020-12-18,0.1g*10袋,72
帝豪旗舰店,珮夫人 盐酸氨溴索口服溶液,江苏汉晨药业有限公司,7.80,2020-12-31,5ml*10瓶,172
帝豪旗舰店,陕西香菊 防风通圣丸,陕西香菊药业集团有限公司,5.50,2021-05-31,6g*8袋,3
帝豪旗舰店,东北制药 左炔诺孕酮片,东北制药集团沈阳第一制药有限公司,13.00,2023-07-31,1.5mg*1片,80
帝豪旗舰店,银诺克 断血流胶囊,长春银诺克药业有限公司,8.00,2021-11-04,0.35g*15粒*2板,35
帝豪旗舰店,浙江康德 字宝 伊丽美 红花逍遥片,浙江康德药业集团股份有限公司,10.00,2020-11-30,0.4g*24片,92
帝豪旗舰店,江西民济 乳核内消颗粒,江西民济药业有限公司,9.75,2020-11-30,10g*6袋,58
帝豪旗舰店,湖南迪诺 意亭 双唑泰阴道泡腾片,湖南迪诺制药股份有限公司,8.82,2020-11-30,7片,170
帝豪旗舰店,广宇制药 牛黄上清片,三门峡广宇生物制药有限公司,3.30,2021-10-31,0.265g*48片,256
帝豪旗舰店,金荞麦咀嚼片,江苏晨牌药业集团股份有限公司,9999.00,2021-01-31,0.3g*36片,0
